Subject,Filename,Page,Rule ID,Type,Issue,Message,Suggestions,Highlighted Context,Pass Code
German,gcse-german---guidance-for-teaching-unit-2.md,19,IT_IS_JJ_TO_VBG,grammar,understanding,Did you mean “understand”?,understand,...rbeiter in Germany if it is relevant to **understanding** themes in the selected literary text.  ...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,5,EN_SPLIT_WORDS_HYPHEN,misspelling,Non- examination,This word seems to contain an unnecessary hyphen.,Nonexamination,...-----| | Unit 1 | Oracy               | **Non- examination** assessment | 30%         | | Unit 2 | R...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,5,EN_SPLIT_WORDS_HYPHEN,misspelling,Non- examination,This word seems to contain an unnecessary hyphen.,Nonexamination,...     | | Unit 2 | Reading and Writing | **Non- examination** assessment | 15%         | | Unit 3 | L...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,13,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,"... incorporate the culture and society of **German speaking** countries, not only Germany across all ...",LT
German,gcse-german---guidance-for-teaching-unit-3.md,13,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,...explore cultural aspects of Germany and **German speaking** countries. https://www.youtube.com/watc...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,14,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,"...hannel • Blogs or Social Media Posts by **German speaking** influencers or personalities, on a rang...",LT
German,gcse-german---guidance-for-teaching-unit-3.md,15,EN_SPLIT_WORDS_HYPHEN,misspelling,sound- spelling,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"sound-spelling, sound - spelling",...f developing listening skills; matching **sound- spelling** patterns etc. As well as an easy means ...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,15,DOUBLE_PUNCTUATION,typographical,..,Two consecutive dots,"., …",...ch other using platforms such as blooket**..** | • Learners will have the opportunity ...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,15,EN_SPLIT_WORDS_HYPHEN,misspelling,sound- spelling,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"sound-spelling, sound - spelling",...f developing listening skills; matching **sound- spelling** patterns etc. As well as an easy means ...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,15,DOUBLE_PUNCTUATION,typographical,..,Two consecutive dots,"., …",...ch other using platforms such as blooket**..** | • Learners will have the opportunity ...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,15,EN_SPLIT_WORDS_HYPHEN,misspelling,sound- spelling,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"sound-spelling, sound - spelling",...f developing listening skills; matching **sound- spelling** patterns etc. As well as an easy means ...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,15,DOUBLE_PUNCTUATION,typographical,..,Two consecutive dots,"., …",...ch other using platforms such as blooket**..** | • Learners will have the opportunity ...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,15,EN_SPLIT_WORDS_HYPHEN,misspelling,sound- spelling,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"sound-spelling, sound - spelling",...f developing listening skills; matching **sound- spelling** patterns etc. As well as an easy means ...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,15,DOUBLE_PUNCTUATION,typographical,..,Two consecutive dots,"., …",...ch other using platforms such as blooket**..** | | making appropriate connections with...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,17,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,uncategorized,groups,A comma is probably missing here.,"groups,",...ary after listening to a short text. In **groups** they try to identify as much detail as ...,LT
German,gcse-german---guidance-for-teaching-unit-3.md,18,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,"...nterview from the LGBTQ+ community in a **German speaking** country, where they talk about their ex...",LT
German,gcse-german---guidance-for-teaching-unit-3.md,26,INDEPENDENTLY_FROM_OF,grammar,independently from,"The usual collocation for “independently” is “of”, not “from”. Did you mean “independently of”?",independently of,...des per week or spend 'Y' time studying **independently from** home.   | |----------------------------...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,5,EN_SPLIT_WORDS_HYPHEN,misspelling,Non- examination,This word seems to contain an unnecessary hyphen.,Nonexamination,...-----| | Unit 1 | Oracy               | **Non- examination** assessment | 30%         | | Unit 2 | R...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,5,EN_SPLIT_WORDS_HYPHEN,misspelling,Non- examination,This word seems to contain an unnecessary hyphen.,Nonexamination,...     | | Unit 2 | Reading and Writing | **Non- examination** assessment | 15%         | | Unit 3 | L...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,6,REPEATED_VERBS,grammar,Writing Written,You’ve repeated a verb. Did you mean to only write one of them?,"Writing, Written",...y of Assessment  ## Unit 4: Reading and **Writing Written** examination: 1 hour 30 minutes 35% of q...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,8,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,... specified in this specification. Words **outside of** the specification grammar and vocabular...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,8,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",... used that is beyond the defined content** but** that fulfils the task requirements.  Th...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,14,ER,misspelling,er,"Do not use ‘er’ in formal text. Use it only in quoted text to represent a hesitation. Did you mean “her”, “err” or “Er” (erbium)? Or possibly, there is an unnecessary space before or after ‘er’.","her, err, Er",...roduce different personal pronouns e.g. **er** hat gespielt before moving to haben + i...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,14,HAT_THAT,misspelling,hat,Did you mean “that”?,that,...uce different personal pronouns e.g. er **hat** gespielt before moving to haben + irreg...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,14,ER,misspelling,er,"Do not use ‘er’ in formal text. Use it only in quoted text to represent a hesitation. Did you mean “her”, “err” or “Er” (erbium)? Or possibly, there is an unnecessary space before or after ‘er’.","her, err, Er","...articiples last, e.g. ich bin gefahren, **er** ist gegangen .   | |-------------------...",LT
German,gcse-german---guidance-for-teaching-unit-4.md,16,MD_BE_NON_VBP,grammar,be practise,There may an error in the verb form ‘be practise’.,"be practised, be practising, practise (+1 more)","...     | Once adapted, reading skills can **be practise** using the following activities: • For s...",LT
German,gcse-german---guidance-for-teaching-unit-4.md,16,EN_SIMPLE_REPLACE_SCHWEIZ,uncategorized,Schweiz,Did you mean “Switzerland”?,Switzerland,...ht ein Praktikum bei einer Firma in der **Schweiz** . Er ist jeden Tag in einem Büro und mu...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,16,WIEN,grammar,Wien,The English name for this Austrian city is “Vienna”.,Vienna,"...d, e.g. Noah arbeitet für eine Firma in **Wien**. - N(oah) w(orks) f(or) a c(ompany) i(n...",LT
German,gcse-german---guidance-for-teaching-unit-4.md,16,SPACE_BEFORE_PARENTHESIS,typographical,(,It appears that a white space is missing.,(,...r eine Firma in Wien. - N(oah) w(orks) f**(**or) a c(ompany) i(n) V(ienna).          ...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,18,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,...• Look at the history of immigration in **German speaking** countries to understand where and why i...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,18,EN_SPLIT_WORDS_HYPHEN,misspelling,true- false,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"true-false, true - false",...s can be collected in multiple choice / **true- false** statements or gap-fill activities (food...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,19,EN_MULTITOKEN_SPELLING_TWO,misspelling,Goethe Institut,Possible spelling mistake found.,Goethe-Institut,.../kul/bib/fio.html - rent films from the **Goethe Institut**. | | Engage with the language from a va...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,21,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,"... Example • Compare schools in Wales and **German speaking** countries. • Incorporating Local, Natio...",LT
German,gcse-german---guidance-for-teaching-unit-4.md,22,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,"...habits, comparing the sustainability in **German speaking** countries and Wales, while practicing t...",LT
German,gcse-german---guidance-for-teaching-unit-4.md,22,EN_CONTRACTION_SPELLING,misspelling,Im,Possible spelling mistake found.,I'm,...eue Windräder. - #Alternativenergie. Or **Im** Meer gibt es zu viel Plastik. - # Wasse...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,22,EN_COMPOUNDS_WELL_BEING,misspelling,well- being,This word is normally spelled with a hyphen.,well-being,"...omotes healthy development, safety, and **well- being** among young people. Below are some exam...",LT
German,gcse-german---guidance-for-teaching-unit-4.md,23,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,... reports. - News reports from authentic **German speaking** websites offer up-to-date resources tha...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,24,EN_SPLIT_WORDS_HYPHEN,misspelling,Work- Related,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"Work-Related, Work - Related",...----------------------    | Careers and **Work- Related** Experiences   | There are many opportun...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,24,EN_SPLIT_WORDS_HYPHEN,misspelling,Work- Related,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"Work-Related, Work - Related",...------------------------| | Careers and **Work- Related** Experiences   | Example • Use German in...,LT
German,gcse-german---guidance-for-teaching-unit-4.md,24,MISSING_HYPHEN,uncategorized,German Speaking,Did you mean the adjective “German-speaking”?,German-speaking,...e of texts related to school systems in **German Speaking** Countries and Wales. Compare and contra...,LT
